,features/color,features/x,features/clarity,features/y,features/depth,features/z,features/carat,features/table,features/cut
40445,4,4.54,2,4.51,63.0,2.85,0.36,55.0,3
28397,0,4.52,2,4.5,62.3,2.81,0.35,57.0,4
39192,4,6.91,4,6.88,60.5,4.17,1.21,57.0,4
45998,3,4.41,7,4.45,62.3,2.76,0.32,53.0,4
18714,5,4.36,4,4.39,61.7,2.7,0.31,55.0,4
45834,0,5.9,2,5.94,60.8,3.6,0.77,57.0,4
51785,1,7.45,1,7.42,63.0,4.68,1.61,60.0,4
2713,0,4.27,4,4.31,62.2,2.67,0.3,56.0,4
34589,3,6.48,4,6.55,60.6,3.95,1.03,58.0,2
8116,4,7.26,3,7.21,63.2,4.57,1.5,58.0,2
31965,1,4.53,3,4.58,63.0,2.87,0.37,58.0,2
23458,5,5.42,4,5.49,60.1,3.28,0.6,62.0,1
649,2,5.69,2,5.73,62.7,3.58,0.72,57.0,4
28463,0,6.36,1,6.4,62.0,3.96,1.01,59.0,2
3215,4,5.76,5,5.79,60.9,3.52,0.7,56.0,4
8064,2,4.49,5,4.52,61.7,2.78,0.34,55.0,4
42326,1,4.25,3,4.23,60.8,2.58,0.27,56.0,4
17417,2,5.68,4,5.73,60.6,3.46,0.71,60.0,2
15849,2,5.19,7,5.21,61.3,3.19,0.53,57.0,4
42757,0,5.32,5,5.29,61.1,3.24,0.55,57.0,4
8687,0,4.92,3,4.89,63.2,3.1,0.46,56.0,2
43752,3,5.3,3,5.32,61.8,3.28,0.57,57.0,4
7719,1,6.94,1,6.88,62.8,4.34,1.29,57.0,4
50457,3,5.35,3,5.39,62.9,3.38,0.6,59.0,2
25919,3,4.19,3,4.23,62.1,2.61,0.28,56.0,4
43288,6,6.74,2,6.81,62.1,4.21,1.17,57.0,4
40915,5,5.08,1,5.11,63.6,3.24,0.53,58.0,1
3193,0,5.81,3,5.83,61.5,3.58,0.73,57.0,4
53108,4,4.05,4,4.08,61.5,2.5,0.25,56.0,4
26635,3,6.76,4,6.8,61.8,4.19,1.17,57.0,4
30172,2,4.56,4,4.59,60.3,2.76,0.35,58.6,2
29982,1,5.25,2,5.28,61.2,3.22,0.55,59.0,3
9871,3,6.9,1,6.85,60.5,4.16,1.18,55.0,4
20940,3,6.11,3,6.13,61.8,3.78,0.87,56.0,4
6870,1,6.38,3,6.34,62.1,3.95,1.0,59.0,3
38957,0,4.24,2,4.29,63.3,2.7,0.31,59.0,1
8934,1,4.36,2,4.39,62.2,2.72,0.32,58.0,2
48707,2,7.57,0,7.5,62.0,4.68,1.63,55.0,4
41978,1,7.0,5,6.98,61.1,4.27,1.26,57.0,4
13130,3,4.7,2,4.67,60.0,2.81,0.37,57.0,3
50370,3,4.47,3,4.49,61.6,2.76,0.34,60.0,3
32678,5,6.14,2,6.05,63.3,3.86,0.9,59.0,2
43229,6,5.75,2,5.73,61.3,3.52,0.7,59.0,3
5510,3,7.27,2,7.32,60.2,4.39,1.5,61.0,1
6700,0,4.78,2,4.73,62.7,2.98,0.41,56.0,4
51884,1,6.64,2,6.71,61.3,4.09,1.1,58.0,2
51967,3,5.71,4,5.66,61.7,3.51,0.68,55.0,4
39664,2,4.36,3,4.33,62.8,2.73,0.32,57.0,4
2220,5,6.18,3,6.23,61.9,3.84,0.9,58.0,3
3930,5,6.1,5,6.06,63.5,3.86,0.91,59.0,2
43502,2,6.28,1,6.21,60.3,3.77,0.9,63.0,2
774,5,6.62,3,6.65,61.8,4.1,1.1,55.4,4
18092,0,4.41,6,4.39,61.8,2.72,0.32,56.0,4
1465,5,6.86,5,6.89,62.0,4.26,1.23,55.0,4
13172,3,4.42,7,4.38,61.6,2.71,0.31,55.0,3
6167,4,4.24,5,4.27,63.7,2.71,0.3,55.0,1
3367,1,4.7,2,4.73,63.6,3.0,0.41,56.0,1
2383,1,5.13,4,5.1,62.2,3.18,0.5,57.0,4
3438,5,5.88,2,5.79,65.8,3.84,0.85,65.0,0
7492,3,6.81,4,6.83,61.3,4.17,1.18,56.0,4
53483,2,5.28,3,5.31,60.1,3.18,0.54,56.0,4
41118,4,6.8,1,6.75,60.4,4.09,1.15,58.0,3
18215,5,6.86,1,6.89,61.1,4.2,1.2,57.0,4
41224,4,4.58,3,4.62,60.9,2.8,0.36,59.0,3
50527,0,4.33,2,4.29,62.2,2.68,0.3,55.0,4
49173,1,4.73,1,4.7,63.0,2.97,0.41,57.0,4
52760,4,6.52,4,6.55,61.2,4.0,1.03,58.0,3
17023,3,5.04,3,5.07,62.5,3.16,0.5,57.0,4
9771,4,5.23,2,5.18,63.6,3.31,0.55,55.0,1
35781,0,4.71,4,4.69,61.9,2.91,0.39,57.0,4
37470,5,6.97,2,7.03,60.6,4.24,1.24,59.0,4
14182,6,7.47,3,7.53,62.4,4.68,1.7,61.0,1
13747,3,5.06,5,5.1,60.6,3.08,0.5,66.0,2
17104,2,8.16,1,8.1,61.6,5.01,2.0,57.0,4
17210,0,6.7,1,6.76,59.1,3.98,1.08,60.0,4
7303,4,6.57,2,6.55,59.3,3.89,1.01,62.0,2
47609,6,6.64,2,6.68,60.7,4.04,1.09,58.0,4
39145,0,7.58,1,7.51,63.5,4.79,1.71,56.0,2
10448,1,7.29,1,7.34,62.5,4.57,1.51,57.0,4
45274,3,6.38,2,6.26,64.2,4.05,1.01,56.0,1
28654,4,4.6,2,4.5,62.6,2.85,0.37,63.0,2
40751,4,6.3,1,6.33,64.1,4.05,1.0,54.0,2
42518,3,5.3,7,5.32,62.0,3.29,0.56,54.0,4
34856,4,6.81,2,6.72,60.5,4.09,1.21,60.0,3
32488,1,5.21,3,5.23,61.5,3.21,0.54,59.0,2
52831,1,5.1,3,5.14,61.9,3.17,0.51,55.0,4
12581,5,7.63,3,7.57,61.7,4.69,1.7,59.0,3
27221,1,7.57,3,7.51,60.1,4.53,1.51,58.0,3
19200,3,5.47,1,5.48,60.6,3.32,0.59,56.0,2
53180,1,5.24,3,5.26,61.3,3.22,0.54,55.0,4
49894,1,5.3,3,5.25,59.9,3.16,0.53,61.0,3
44685,1,4.4,2,4.44,61.5,2.72,0.32,55.0,4
33134,4,5.4,6,5.43,59.6,3.23,0.57,58.0,2
1108,0,4.8,1,4.85,62.0,2.99,0.42,54.0,4
11090,2,5.64,0,5.5,63.9,3.57,0.7,59.0,0
46241,2,5.15,2,5.12,59.6,3.06,0.5,61.0,3
32717,5,4.95,3,4.91,62.3,3.07,0.46,59.0,4
6914,4,5.13,4,5.17,63.3,3.26,0.53,56.0,2
8054,2,4.43,3,4.41,61.3,2.71,0.32,56.0,4
15529,4,6.49,2,6.52,62.4,4.06,1.05,57.0,4
3542,3,4.64,4,4.67,59.7,2.78,0.36,56.0,2
35727,6,7.53,4,7.58,61.8,4.67,1.63,56.0,4
8359,1,5.76,2,5.71,61.9,3.55,0.71,56.0,4
16316,5,7.32,3,7.28,62.3,4.55,1.52,58.0,2
52123,0,5.37,3,5.39,62.8,3.38,0.6,57.0,4
24197,4,6.39,3,6.41,61.6,3.94,1.01,59.0,3
2333,4,5.97,2,5.91,61.8,3.67,0.79,59.0,3
47052,4,4.25,3,4.29,62.3,2.66,0.3,57.0,4
12729,2,5.75,2,5.71,61.8,3.54,0.7,55.0,4
26072,2,4.69,4,4.73,60.9,2.87,0.38,55.0,4
27194,5,5.92,3,5.97,60.9,3.62,0.78,57.0,4
12732,0,4.44,2,4.43,62.5,2.77,0.33,54.0,4
40780,1,4.01,6,4.04,60.9,2.45,0.24,56.0,4
44101,2,6.55,5,6.53,61.6,4.03,1.05,56.0,4
50158,1,6.29,2,6.22,60.9,3.81,1.01,64.0,1
48632,5,6.82,2,6.7,63.2,4.27,1.19,58.0,2
49301,1,7.44,1,7.48,61.9,4.62,1.61,57.0,2
28192,2,4.75,5,4.72,62.5,2.96,0.41,56.0,4
37414,1,5.74,3,5.68,62.7,3.58,0.71,58.0,3
39775,0,5.16,3,5.13,61.4,3.16,0.51,57.0,4
53866,1,5.1,3,5.06,62.0,3.15,0.5,56.0,4
37314,1,5.31,3,5.37,60.3,3.22,0.55,61.0,1
32384,3,6.39,1,6.36,61.8,3.94,1.01,58.0,3
4396,2,7.21,3,7.26,62.6,4.53,1.5,59.0,2
31988,5,6.61,1,6.55,58.2,3.83,1.0,60.0,3
25967,3,4.95,4,4.82,60.6,2.96,0.42,58.0,3
40341,2,4.69,5,4.73,62.8,2.96,0.4,56.0,2
1441,2,6.45,2,6.38,63.1,4.05,1.02,55.0,2
49750,2,6.47,5,6.55,59.8,3.89,1.01,58.0,2
29141,3,4.79,4,4.84,60.2,2.9,0.41,59.0,3
21149,3,6.47,1,6.41,63.0,4.06,1.05,57.0,3
51808,2,7.41,3,7.45,62.0,4.61,1.56,55.0,4
10671,3,4.82,7,4.88,61.0,2.96,0.43,58.0,3
35552,1,4.37,1,4.34,62.7,2.73,0.32,57.0,4
14023,3,5.19,3,5.16,62.4,3.23,0.52,56.0,3
49457,1,7.87,1,7.93,65.4,5.17,2.04,55.0,0
4635,1,6.61,5,6.58,59.6,3.93,1.05,60.0,3
5450,1,6.19,5,6.24,65.3,4.06,1.0,56.0,1
11146,3,4.3,3,4.32,62.6,2.7,0.31,57.0,2
37672,3,4.33,6,4.38,62.2,2.71,0.31,55.0,4
1496,1,4.44,3,4.49,63.8,2.85,0.34,56.0,1
733,3,4.33,6,4.3,63.5,2.74,0.31,57.0,2
28334,3,4.67,7,4.7,62.3,2.92,0.4,59.0,2
46948,3,4.28,6,4.25,62.6,2.67,0.3,54.0,4
53328,0,4.47,0,4.49,62.5,2.8,0.34,57.0,4
33955,4,6.8,0,6.87,61.6,4.21,1.22,56.0,2
49293,4,7.57,7,7.69,61.5,4.66,1.6,53.0,4
13466,3,5.12,3,5.08,62.9,3.21,0.51,54.0,4
51131,0,4.39,6,4.41,61.8,2.72,0.32,56.0,4
32211,2,7.71,2,7.79,57.7,4.47,1.63,60.0,1
40822,4,6.47,3,6.39,61.0,3.92,1.01,61.0,3
45905,4,5.64,2,5.67,62.2,3.52,0.7,56.0,2
30506,1,6.78,2,6.84,62.3,4.24,1.2,55.0,4
51791,3,6.05,3,6.02,60.1,3.63,0.8,57.0,4
46612,3,6.45,2,6.6,59.9,3.91,1.01,56.0,2
27461,2,6.54,3,6.46,61.8,4.02,1.02,56.0,3
42463,3,4.42,3,4.37,58.5,2.57,0.3,64.0,1
40057,5,6.45,2,6.37,61.8,3.96,1.01,58.0,3
15181,5,8.49,1,8.54,60.5,5.15,2.25,56.0,4
50575,1,7.2,2,7.17,61.1,4.39,1.42,62.0,3
21671,1,5.74,7,5.71,61.3,3.51,0.72,60.0,3
1336,3,5.15,4,5.19,61.1,3.16,0.52,55.0,4
6564,5,5.23,1,5.18,59.8,3.11,0.5,56.0,3
38743,3,5.69,2,5.62,59.9,3.39,0.65,59.0,3
17537,0,4.37,4,4.4,61.6,2.7,0.31,55.0,4
5964,6,6.81,4,6.76,61.5,4.17,1.15,55.0,4
47971,3,4.5,2,4.53,63.3,2.86,0.36,56.0,1
37835,2,5.79,1,5.72,59.6,3.43,0.7,58.0,3
22954,5,6.78,3,6.83,62.0,4.22,1.21,57.0,2
43304,3,4.31,6,4.35,61.7,2.67,0.3,55.0,4
6991,3,6.72,6,6.74,62.0,4.17,1.16,57.0,4
25170,6,7.32,2,7.36,61.2,4.49,1.51,62.0,2
13759,5,8.0,1,8.06,60.9,4.89,1.9,55.0,4
26492,6,6.32,0,6.26,61.7,3.88,0.95,59.0,3
1474,4,5.17,2,5.22,62.0,3.22,0.53,54.0,4
50542,2,5.12,3,5.08,62.9,3.21,0.5,55.0,4
16989,1,6.43,7,6.33,63.5,4.05,1.02,58.0,2
1553,3,4.28,3,4.25,63.1,2.69,0.3,56.0,2
52918,1,4.4,3,4.47,61.6,2.73,0.32,58.0,2
37555,4,4.27,2,4.3,62.6,2.69,0.3,53.1,4
40224,4,6.03,2,5.95,67.6,4.05,1.0,59.0,0
16368,2,7.38,3,7.29,62.2,4.56,1.52,58.0,3
30899,3,4.81,5,4.77,62.2,2.98,0.42,56.0,4
51902,1,6.7,6,6.76,61.5,4.13,1.12,56.0,4
16869,6,4.71,3,4.74,61.2,2.89,0.39,56.0,4
18972,1,5.22,4,5.11,62.3,3.22,0.53,67.0,0
48304,3,5.7,2,5.76,61.8,3.55,0.72,56.0,4
35809,1,6.44,1,6.53,62.9,4.08,1.08,59.0,2
31576,6,5.2,2,5.23,61.6,3.21,0.53,55.0,4
37231,1,6.42,3,6.39,62.1,3.98,1.0,56.0,4
16658,3,5.82,1,5.77,58.2,3.37,0.71,64.0,1
12231,1,6.15,3,6.17,61.4,3.78,0.88,56.0,4
41963,4,6.93,1,7.0,61.0,4.25,1.24,59.0,2
44866,1,6.03,1,6.09,63.9,3.87,0.91,61.0,1
29313,3,4.47,6,4.54,57.5,2.59,0.31,62.0,1
23479,0,8.12,1,8.06,59.3,4.8,2.0,62.0,3
2119,4,4.67,2,4.69,62.8,2.94,0.4,59.0,2
43578,2,5.2,3,5.24,60.3,3.15,0.52,57.0,4
7409,1,5.95,5,5.88,62.9,3.72,0.8,59.0,3
18393,0,4.31,1,4.28,61.2,2.63,0.3,60.0,3
31108,4,4.83,4,4.76,61.7,2.96,0.42,59.0,3
37227,0,4.45,4,4.42,60.2,2.67,0.32,57.0,4
38472,5,8.54,2,8.49,58.5,4.98,2.16,60.0,3
28965,1,7.28,1,7.31,63.1,4.6,1.51,58.0,1
36384,5,4.76,2,4.8,62.6,2.99,0.42,58.0,3
26051,0,4.83,2,4.88,61.0,2.96,0.43,58.0,3
6363,4,8.31,0,8.22,59.4,4.91,2.03,59.0,3
43955,0,4.59,2,4.56,60.8,2.78,0.35,55.0,4
46004,2,5.61,4,5.58,63.8,3.57,0.7,58.0,1
18476,4,6.84,1,6.77,63.5,4.32,1.22,56.0,1
24634,1,5.29,3,5.24,60.8,3.2,0.54,57.0,4
17123,1,5.1,4,5.13,62.2,3.18,0.5,56.0,4
10397,3,6.45,5,6.47,60.8,3.93,1.0,57.0,4
9162,2,4.4,6,4.37,61.3,2.69,0.32,58.0,3
13997,3,6.59,3,6.56,60.1,3.95,1.04,59.0,3
31370,2,4.1,6,4.14,62.5,2.57,0.27,56.0,4
5471,2,6.4,2,6.44,62.3,4.0,1.01,57.0,4
30052,3,7.22,4,7.18,64.0,4.61,1.52,58.0,1
17364,3,4.53,3,4.51,58.4,2.64,0.32,57.0,3
452,1,4.33,3,4.29,61.9,2.67,0.3,59.0,3
32895,3,6.56,3,6.52,61.8,4.04,1.06,57.0,4
50211,2,6.37,3,6.3,62.7,3.97,1.01,58.0,3
5340,1,4.68,2,4.74,62.0,2.92,0.4,55.0,2
11206,3,6.91,1,6.98,61.6,4.28,1.25,57.0,4
11269,2,6.15,1,6.2,63.2,3.9,0.9,56.0,1
14356,6,5.42,3,5.47,60.8,3.31,0.59,56.6,2
29898,4,4.66,3,4.63,63.1,2.93,0.39,58.0,2
21758,3,7.24,3,7.2,63.6,4.59,1.5,60.0,1
33789,5,6.66,2,6.69,61.1,4.08,1.12,59.0,3
20676,3,4.78,7,4.81,61.7,2.96,0.41,56.0,4
11690,2,5.05,5,5.01,63.0,3.17,0.5,57.0,3
31606,5,6.63,2,6.7,60.8,4.05,1.1,61.0,4
27489,2,6.98,3,6.93,60.8,4.23,1.25,58.0,3
47564,2,6.09,2,6.06,63.9,3.88,0.9,59.0,1
20031,3,7.23,4,7.14,63.6,4.57,1.5,57.0,1
6289,0,4.35,3,4.36,61.8,2.69,0.32,57.0,2
1878,5,7.62,1,7.55,60.5,4.59,1.59,55.0,4
26156,5,5.01,5,5.04,62.1,3.12,0.48,56.0,4
26552,1,5.78,1,5.75,60.5,3.49,0.71,59.0,3
2974,3,5.57,2,5.53,65.0,3.61,0.71,58.0,0
27226,5,5.46,3,5.42,63.4,3.45,0.61,55.0,2
26452,4,5.06,1,5.03,62.6,3.1,0.5,61.0,3
18224,3,5.87,5,5.8,60.7,3.54,0.72,60.0,3
37668,1,4.71,3,4.68,60.9,2.86,0.39,60.0,3
26242,1,5.29,3,5.26,62.2,3.28,0.57,59.0,3
46641,3,6.66,4,6.7,61.5,4.11,1.11,57.6,2
25846,1,4.71,2,4.75,62.2,2.94,0.4,55.0,4
37301,0,4.49,3,4.51,64.0,2.88,0.36,56.0,2
42744,5,7.65,1,7.61,62.2,4.75,1.74,58.0,3
19243,2,4.71,4,4.64,62.7,2.93,0.38,57.0,3
12096,2,6.23,2,6.19,62.6,3.89,0.92,59.0,3
3357,4,6.11,1,6.16,62.4,3.83,0.9,58.0,2
45065,6,5.85,2,5.9,60.1,3.53,0.73,62.0,2
30840,0,4.45,3,4.41,62.5,2.77,0.33,55.0,4
47927,1,5.21,2,5.25,62.5,3.27,0.55,56.0,4
23,6,5.74,3,5.78,62.3,3.59,0.73,55.0,4
28198,1,4.27,2,4.24,63.7,2.71,0.3,58.0,1
19802,3,5.06,4,5.22,62.1,3.19,0.5,55.0,2
36139,1,4.72,6,4.76,60.8,2.88,0.39,58.0,4
39840,5,8.99,1,8.94,65.8,5.9,3.01,56.0,0
13259,0,4.35,3,4.32,62.1,2.69,0.31,55.0,4
48183,0,5.33,3,5.35,61.4,3.28,0.56,55.0,4
40255,3,5.94,4,5.89,61.4,3.63,0.77,58.0,3
37347,0,4.41,1,4.36,61.3,2.69,0.31,56.0,4
5944,0,4.15,4,4.2,60.4,2.52,0.27,59.0,2
51852,1,8.43,1,8.36,58.6,4.92,2.05,59.0,3
9527,5,6.5,2,6.54,61.7,4.02,1.04,55.0,4
24580,4,4.24,2,4.28,62.2,2.65,0.3,60.0,2
21905,6,4.35,2,4.32,63.0,2.73,0.32,58.0,3
6216,2,6.27,1,6.2,61.7,3.85,0.91,55.0,4
6442,3,5.79,2,5.85,62.7,3.65,0.77,57.0,2
4508,4,6.18,3,6.08,61.2,3.75,0.9,61.0,3
39119,0,5.75,2,5.7,61.7,3.53,0.71,57.0,4
45101,0,4.29,3,4.33,61.0,2.63,0.3,60.0,3
29554,3,5.18,4,5.21,62.4,3.24,0.53,54.0,4
15495,2,5.9,4,5.93,61.2,3.62,0.77,56.0,4
6176,2,5.08,3,5.12,63.9,3.26,0.52,57.0,2
18180,5,4.63,2,4.57,63.7,2.93,0.38,57.0,1
44074,4,4.77,5,4.81,62.0,2.97,0.41,56.0,2
36104,3,5.89,7,5.86,60.1,3.53,0.72,58.0,3
4738,5,6.58,0,6.44,59.2,3.85,1.01,57.0,3
1512,2,5.36,6,5.39,61.7,3.31,0.58,55.0,4
53643,3,6.06,2,6.09,60.7,3.69,0.81,56.0,2
9810,3,6.68,0,6.59,61.2,4.05,1.12,63.0,2
9761,3,6.43,3,6.46,61.6,3.97,1.01,56.0,4
22330,3,4.33,2,4.29,63.1,2.72,0.31,59.0,2
37108,3,4.29,4,4.33,61.3,2.64,0.3,58.0,3
13299,3,6.37,1,6.32,61.3,3.89,0.97,57.0,3
29109,2,5.24,7,5.27,62.2,3.27,0.54,54.0,4
38512,1,4.44,3,4.45,61.0,2.71,0.32,59.0,3
45704,5,4.15,4,4.18,61.9,2.58,0.27,54.0,4
41221,0,5.16,3,5.18,61.7,3.19,0.52,56.0,4
2306,0,6.61,3,6.53,61.3,4.03,1.07,59.0,3
32241,3,7.83,1,7.94,61.3,4.83,1.82,58.0,2
36961,0,6.92,2,6.87,62.5,4.31,1.27,58.0,3
20702,4,6.13,0,5.96,67.4,4.08,0.96,62.0,0
39602,4,8.43,1,8.35,61.4,5.15,2.24,57.0,3
1839,3,5.69,2,5.74,62.8,3.59,0.72,59.0,2
39492,3,7.77,0,7.72,68.0,5.27,2.02,55.0,0
32561,4,6.72,2,6.74,61.6,4.14,1.14,56.0,4
34544,0,6.46,1,6.42,61.3,3.95,1.02,62.0,3
36379,3,4.43,3,4.47,62.0,2.76,0.34,59.0,3
32533,3,4.26,4,4.28,62.8,2.68,0.3,58.0,2
52787,6,5.75,1,5.81,60.7,3.51,0.71,61.0,2
31955,4,5.91,4,5.84,60.6,3.56,0.74,60.0,3
30442,1,6.31,4,6.36,63.9,4.05,1.01,58.0,2
22980,2,8.11,1,8.18,63.4,5.16,2.09,55.0,1
45286,6,8.21,2,8.16,59.8,4.9,2.02,60.0,4
24958,6,5.67,1,5.76,61.1,3.49,0.71,58.0,2
28193,1,4.31,3,4.33,61.6,2.66,0.3,55.0,4
16729,3,4.88,2,4.9,61.1,2.99,0.43,57.0,4
5643,0,6.21,3,6.16,65.6,4.06,1.01,61.0,0
4020,5,5.11,3,5.15,57.1,2.93,0.47,61.0,0
7380,6,5.14,4,5.09,61.4,3.15,0.5,58.0,4
21488,1,7.44,2,7.37,60.2,4.46,1.52,58.0,3
15298,3,5.28,4,5.25,61.3,3.23,0.55,57.0,4
17411,4,5.29,3,5.33,61.2,3.25,0.56,57.0,4
7580,2,5.73,4,5.77,61.2,3.52,0.71,57.0,2
37204,1,5.83,2,5.87,59.3,3.47,0.71,59.0,2
51077,1,4.5,4,4.52,62.3,2.81,0.35,56.0,4
14825,1,5.19,3,5.22,61.9,3.22,0.53,55.0,4
36757,3,5.19,2,5.16,63.2,3.27,0.54,56.0,2
18362,2,6.03,2,6.08,58.5,3.54,0.79,61.0,2
19007,1,3.95,6,3.97,61.4,2.43,0.23,60.0,2
47725,1,4.84,2,4.65,67.9,3.24,0.47,56.0,0
2142,6,4.63,4,4.65,62.2,2.89,0.38,55.7,4
34398,1,5.79,6,5.83,60.8,3.53,0.72,58.0,2
16049,0,5.04,1,5.1,63.9,3.24,0.51,55.0,1
10264,4,7.63,4,7.55,62.1,4.71,1.71,59.0,3
23629,1,8.11,1,8.09,62.3,5.05,2.03,56.0,4
28345,5,5.68,4,5.66,63.3,3.59,0.71,58.0,2
46537,2,4.58,3,4.62,62.8,2.89,0.38,57.0,2
11086,1,5.81,2,5.78,61.3,3.55,0.71,57.0,4
9690,3,6.24,1,6.19,64.7,4.02,1.0,58.0,0
49354,1,4.35,3,4.32,62.1,2.69,0.3,55.0,4
309,3,4.71,2,4.73,61.7,2.91,0.41,59.0,3
33369,5,7.41,5,7.37,61.6,4.55,1.52,58.0,3
45755,4,5.75,3,5.68,62.8,3.59,0.71,56.0,3
1348,3,6.76,1,6.79,62.9,4.26,1.2,54.0,2
32657,0,6.2,1,6.24,62.5,3.89,0.92,59.0,2
48116,0,7.28,4,7.3,63.0,4.6,1.51,53.4,4
43951,3,5.89,3,5.91,61.7,3.64,0.77,55.0,4
31310,3,5.22,6,5.25,62.2,3.26,0.54,53.9,4
42234,3,5.06,5,5.1,63.4,3.22,0.5,57.0,1
12829,1,4.39,5,4.42,61.3,2.7,0.32,57.0,4
8482,3,4.43,2,4.46,61.6,2.74,0.33,56.0,4
18694,4,6.49,0,6.44,60.1,3.89,1.01,58.0,3
32515,4,6.53,3,6.46,62.4,4.05,1.07,59.0,3
43495,5,5.28,2,5.33,61.2,3.25,0.55,55.0,4
31660,3,5.83,3,5.8,58.1,3.38,0.7,55.0,3
19713,1,5.12,3,5.06,61.3,3.12,0.5,58.0,3
10963,1,4.31,4,4.28,61.7,2.65,0.3,57.0,4
28616,3,4.37,7,4.41,60.7,2.67,0.31,58.0,4
19597,3,7.64,3,7.68,62.9,4.82,1.74,57.0,2
1113,0,4.82,2,4.85,60.0,2.9,0.4,56.0,2
18881,3,4.36,4,4.42,62.0,2.72,0.33,59.0,2
33286,3,5.04,2,5.0,60.6,3.04,0.46,59.0,3
3344,4,4.76,6,4.71,59.1,2.8,0.38,58.0,3
46012,5,4.32,4,4.29,62.5,2.69,0.3,57.0,4
52163,4,6.66,2,6.7,62.0,4.14,1.1,57.0,4
36296,6,8.01,2,7.96,63.6,5.08,2.01,59.0,1
7721,2,6.29,2,6.31,63.3,3.99,1.0,61.0,1
45378,0,5.06,3,5.03,64.4,3.25,0.51,54.0,0
11126,4,5.26,5,5.16,61.7,3.22,0.52,63.0,2
44736,1,4.28,5,4.25,61.4,2.62,0.3,58.0,3
53051,2,6.65,3,6.67,61.6,4.1,1.11,57.0,4
10107,2,4.37,2,4.4,61.2,2.68,0.31,55.0,4
51148,1,5.74,2,5.76,62.8,3.61,0.74,61.0,1
15044,4,6.53,1,6.49,57.9,3.77,1.0,62.0,1
19100,5,6.56,2,6.62,58.0,3.82,1.0,58.0,1
42030,1,4.39,5,4.41,60.9,2.68,0.31,56.0,4
44168,3,5.14,5,5.17,61.9,3.19,0.51,55.0,4
53784,2,5.98,4,6.03,59.3,3.56,0.77,56.0,1
25903,5,5.77,2,5.82,59.4,3.44,0.7,62.0,2
32794,3,4.28,4,4.32,61.2,2.63,0.3,59.0,2
51155,3,6.36,1,6.3,62.7,3.97,1.0,59.0,3
39642,1,5.08,3,5.11,61.4,3.13,0.5,57.0,4
17838,6,4.75,3,4.8,62.2,2.97,0.4,54.0,4
34575,2,6.49,2,6.55,59.8,3.9,1.0,59.0,3
50263,2,4.18,4,4.22,59.5,2.5,0.26,58.0,3
10065,0,4.42,2,4.38,61.4,2.7,0.32,58.0,3
33628,1,4.84,5,4.89,57.3,2.79,0.4,60.0,0
36475,3,6.76,2,6.67,60.9,4.09,1.13,60.0,3
6456,2,5.12,2,5.06,63.1,3.21,0.51,54.0,2
13922,3,5.62,2,5.66,62.8,3.54,0.7,57.0,2
7579,4,4.42,3,4.45,61.3,2.72,0.32,56.0,4
8082,4,4.29,6,4.34,63.3,2.73,0.3,55.0,1
7617,1,4.03,5,4.05,60.9,2.46,0.24,58.0,2
37611,2,7.78,1,7.73,62.9,4.88,1.9,61.0,3
7388,5,4.83,6,4.79,62.4,3.0,0.42,57.0,4
36447,4,5.39,2,5.41,61.1,3.3,0.59,57.0,4
29445,5,6.66,2,6.62,61.7,4.1,1.13,58.0,3
18874,0,5.25,4,5.14,62.4,3.24,0.53,61.0,3
35061,5,4.19,2,4.27,63.8,2.7,0.3,57.0,1
14423,2,4.37,4,4.33,61.4,2.67,0.3,56.0,4
32937,1,4.99,3,5.02,61.3,3.07,0.46,57.0,2
46131,2,4.8,2,4.78,61.6,2.95,0.41,57.0,4
38072,3,5.18,6,5.2,61.0,3.17,0.52,57.0,4
42632,2,4.68,0,4.64,63.3,2.95,0.4,60.0,4
17394,0,4.35,2,4.31,61.7,2.67,0.31,59.0,3
9330,5,7.28,1,7.26,62.9,4.57,1.5,57.0,3
18266,3,6.05,2,6.1,63.5,3.86,0.91,61.0,1
34408,5,7.48,2,7.41,60.8,4.53,1.54,61.0,3
37252,5,6.63,1,6.56,62.8,4.14,1.1,57.0,4
34284,5,7.35,3,7.29,62.3,4.56,1.51,60.0,3
16981,3,5.16,5,5.14,61.9,3.19,0.52,55.0,4
21802,1,5.29,1,5.25,55.2,2.91,0.48,60.0,0
35500,1,4.83,3,4.79,59.7,2.87,0.39,59.0,3
27957,1,6.01,1,5.96,59.8,3.58,0.77,56.0,3
7755,3,6.05,2,6.08,63.8,3.87,0.9,59.0,1
13037,1,5.72,2,5.77,61.3,3.52,0.71,55.0,4
14593,2,4.4,5,4.47,62.5,2.77,0.33,59.0,2
36016,4,6.68,2,6.73,61.6,4.13,1.14,57.0,4
51082,0,6.76,1,6.8,59.3,4.02,1.12,59.0,2
46808,2,5.83,2,5.78,62.7,3.64,0.76,58.0,3
50402,0,5.81,6,5.88,59.7,3.49,0.71,59.0,3
43971,1,4.02,5,4.05,62.5,2.52,0.25,59.0,3
31747,2,6.1,3,6.16,62.3,3.82,0.9,59.0,2
51292,4,6.32,3,6.27,63.3,3.99,1.01,57.0,2
28910,4,7.46,3,7.42,61.0,4.54,1.54,60.0,3
53209,4,5.6,1,5.63,63.8,3.58,0.7,59.0,2
342,0,6.73,0,6.88,61.5,4.19,1.18,62.0,2
13632,4,5.74,6,5.77,60.5,3.48,0.7,60.0,2
